cod_modulo,id_ra,id_criterio,definicion
613,8,f,Se han utilizado estas tecnologías y frameworks para generar páginas web que incluyan modificación dinámica de su contenido y su estructura.
613,8,g,Se han aplicado estas tecnologías y frameworks en la programación de aplicaciones web.
613,9,a,Se han reconocido las ventajas que proporciona la reutilización de código y el aprovechamiento de información ya existente.
613,9,b,Se han identificado tecnologías y frameworks aplicables en la creación de aplicaciones web híbridas.
613,9,c,Se ha creado una aplicación web que recupere y procese repositorios de información ya existentes.
613,9,d,Se han creado repositorios específicos a partir de información existente en almacenes de información.
613,9,e,Se han utilizado librerías de código y frameworks para incorporar funcionalidades específicas a una aplicación web.
613,9,f,Se han programado servicios y aplicaciones web utilizando como base información y código generados por terceros.
613,9,g,"Se han analizado y utilizado librerías de código relacionadas con Big Data e inteligencia de negocios, para incorporar análisis e inteligencia de datos proveniente de repositorios."
613,9,h,"Se han probado, depurado y documentado las aplicaciones generadas."
614,1,a,"Se han analizado aspectos generales de arquitecturas web, sus características, ventajas e inconvenientes."
614,1,b,Se han descrito los fundamentos y protocolos en los que se basa el funcionamiento de un servidor web.
614,1,c,Se ha realizado la instalación y configuración básica de servidores web.
614,1,d,Se ha realizado la instalación y configuración básica de servidores de aplicaciones.
614,1,e,Se ha realizado la instalación y configuración básica de tecnologías de virtualización de servidores en la nube y en contenedores.
614,1,f,Se han realizado pruebas de funcionamiento de los servidores web y de aplicaciones. y de tecnologías de virtualización en la nube y en contenedores.
614,1,g,Se ha analizado la estructura y recursos que componen una aplicación web.
614,1,h,Se han descrito los requerimientos del proceso de implantación de una aplicación web.
614,1,i,"Se han documentado los procesos de instalación y configuración realizados sobre los servidores web, de aplicaciones. y sobre tecnologías de virtualización en la nube y en contenedores."
614,2,a,Se han reconocido los parámetros de administración más importantes del servidor web.
614,2,b,Se ha ampliado la funcionalidad del servidor mediante la activación y configuración de módulos.
614,2,c,Se han creado y configurado sitios virtuales.
614,2,d,Se han configurado los mecanismos de autenticación y control de acceso del servidor.
614,2,e,Se han obtenido e instalado certificados digitales.
614,2,f,Se han establecido mecanismos para asegurar las comunicaciones entre el cliente y el servidor.
614,2,g,"Se ha elaborado documentación relativa a la configuración, administración segura y recomendaciones de uso del servidor."
614,2,h,Se han realizado los ajustes necesarios para la implantación de aplicaciones en el servidor web.
614,2,i,Se han utilizado tecnologías de virtualización en el despliegue de servidores web en la nube y en contenedores.
614,2,j,"Se han instalado, configurado y utilizado conjuntos de herramientas de gestión de logs, permitiendo su monitorización, consolidación y análisis en tiempo real."
614,3,a,Se han descrito los componentes y el funcionamiento de los servicios proporcionados por el servidor de aplicaciones.
614,3,b,Se han identificado los principales archivos de configuración y de bibliotecas compartidas.
614,3,c,Se ha configurado el servidor de aplicaciones para cooperar con el servidor web.
614,3,d,Se han configurado y activado los mecanismos de seguridad del servidor de aplicaciones.
614,3,e,Se han configurado y utilizado los componentes web del servidor de aplicaciones.
614,3,f,Se han realizado los ajustes necesarios para el despliegue de aplicaciones sobre el servidor.
614,3,g,Se han realizado pruebas de funcionamiento y rendimiento de la aplicación web desplegada.
614,3,h,Se ha elaborado documentación relativa a la administración y recomendaciones de uso del servidor de aplicaciones.
614,3,i,Se han utilizado tecnologías de virtualización en el despliegue de servidores de aplicaciones en la nube y en contenedores.
614,4,a,Se han instalado y configurado servidores de transferencia de archivos.
614,4,b,Se han creado usuarios y grupos para el acceso remoto al servidor.
614,4,c,"Se ha comprobado el acceso al servidor, tanto en modo activo como en modo pasivo."
614,4,d,Se han realizado pruebas con clientes en línea de comandos y clientes en modo gráfico.
614,4,e,Se ha utilizado el protocolo seguro de transferencia de archivos.
614,4,f,Se han configurado y utilizado servicios de transferencia de archivos integrados en servidores web.
614,4,g,Se ha elaborado documentación relativa a la configuración y administración del servicio de transferencia de archivos.
614,4,h,Se han utilizado tecnologías de virtualización en el despliegue de servidores de transferencia de archivos en la nube y en contenedores.
614,5,a,"Se ha descrito la estructura, nomenclatura y funcionalidad de los sistemas de nombres jerárquicos."
614,5,b,Se han identificado las necesidades de configuración del servidor de nombres en función de los requerimientos de ejecución de las aplicaciones web desplegadas.
614,5,c,"Se han identificado la función, elementos y estructuras lógicas del servicio de directorio."
614,5,d,Se ha analizado la configuración y personalización del servicio de directorio.
614,5,e,Se ha analizado la capacidad del servicio de directorio como mecanismo de autenticación centralizada de los usuarios en una red.
614,5,f,Se han especificado los parámetros de configuración en el servicio de directorios adecuados para el proceso de validación de usuarios de la aplicación web.
614,5,g,Se ha elaborado documentación relativa a las adaptaciones realizadas en los servicios de red.
614,5,h,Se han utilizado tecnologías de virtualización en el despliegue de servidores de directorios en la nube y en contenedores.
614,6,a,Se han identificado diferentes herramientas de generación de documentación.
614,6,b,Se han documentado los componentes software utilizando los generadores específicos de las plataformas.
614,6,c,Se han utilizado diferentes formatos para la documentación.
614,6,d,Se han utilizado herramientas colaborativas para la elaboración y mantenimiento de la documentación.
614,6,e,"Se ha instalado, configurado y utilizado un sistema de control de versiones."
614,6,f,Se ha garantizado la accesibilidad y seguridad de la información y código almacenada por el sistema de control de versiones.
614,6,g,"Se ha documentado la instalación, configuración y uso del sistema de control de versiones utilizado."
614,6,h,Se han utilizado herramientas para la integración continua del código.
615,1,a,Se ha reconocido la importancia de la comunicación visual y sus principios básicos.
615,1,b,Se han analizado y seleccionado los colores y tipografías adecuados para su visualización en pantalla.
615,1,c,Se han analizado alternativas para la presentación de la información en documentos web.
615,1,d,Se ha valorado la importancia de definir y aplicar la guía de estilo en el desarrollo de una aplicación web.
615,1,e,Se han utilizado y valorado distintas tecnologías para el diseño de documentos web.
615,1,f,Se han creado y utilizado plantillas de diseño.
615,2,a,Se han reconocido las posibilidades de modificar las etiquetas HTML.
615,2,b,Se han definido estilos de forma directa.
615,2,c,Se han definido y asociado estilos globales en hojas externas.
615,2,d,Se han definido hojas de estilos alternativas.
615,2,e,Se han redefinido estilos.
615,2,f,Se han identificado las distintas propiedades de cada elemento.
615,2,g,Se han creado clases de estilos.
615,2,h,Se han utilizado herramientas de validación de hojas de estilos.
615,2,i,Se han analizado y utilizado tecnologías y frameworks para la creación de interfaces web con un diseño responsive.
615,2,j,Se han analizado y utilizado preprocesadores de estilos para traducir estilos comunes a un código estándar y reconocible por los navegadores.
615,3,a,Se han reconocido las implicaciones de las licencias y los derechos de autor en el uso de material multimedia.
615,3,b,"Se han identificado los formatos de imagen, audio y vídeo a utilizar."
615,3,c,Se han analizado las herramientas disponibles para generar contenido multimedia.
615,3,d,Se han empleado herramientas para el tratamiento digital de la imagen.
615,3,e,Se han utilizado herramientas para manipular audio y vídeo.
615,3,f,Se han realizado animaciones a partir de imágenes fijas.
615,3,g,"Se han importado y exportado imágenes, audio y vídeo en diversos formatos según su finalidad."
615,3,h,Se ha aplicado la guía de estilo.
615,4,a,Se han reconocido y analizado las tecnologías relacionadas con la inclusión de contenido multimedia e interactivo.
615,4,b,Se han identificado las necesidades específicas de configuración de los navegadores web para soportar contenido multimedia e interactivo.
615,4,c,Se han utilizado herramientas gráficas para el desarrollo de contenido multimedia interactivo.
615,4,d,Se ha analizado el código generado por las herramientas de desarrollo de contenido interactivo.
